,index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
112,232,ICE,"Intercontinental Exchange, Inc.",113.57,2.92,3.22,111.115,113.72,119.02,63.51,63745019904.0,113.53531,103.62737,790423,2505378,NYSE,111.54,110.35,3.628,31.30375,2021-02-04T13:30:00.000+0000,561283965,1612198422
113,178,FDX,FedEx Corporation,239.0331,1.57,3.6931,235.35,239.39,305.66,88.69,63360745472.0,259.27188,245.91971,903210,3025544,NYSE,237.38,235.34,9.261,25.810722,2021-03-18T20:00:00.000+0000,265071011,1612198422
114,412,SO,The Southern Company,59.595,1.15,0.675,58.63,59.66,70.78,41.96,62946623488.0,60.11156,57.5146,874325,3715424,NYSE,59.285,58.92,2.988,19.94478,2021-02-18T13:30:00.000+0000,1056240012,1612198422
115,13,ADSK,"Autodesk, Inc.",285.49,2.91,8.06,279.38,285.78,321.13,125.38,62776107008.0,301.03876,258.58554,436813,1484327,NASDAQ,280.41,277.43,1.928,148.07573,2020-11-24T16:02:04.000+0000,219888987,1612198422
116,405,SHW,The Sherwin-Williams Company,687.395,-0.64,-4.405,681.59,699.67,758.0,325.43,62432305152.0,726.57904,696.385,156826,459427,NYSE,694.62,691.8,22.08,31.13202,2021-01-28T07:00:15.000+0000,90824497,1612198422
117,249,ITW,Illinois Tool Works Inc.,194.8,0.3,0.59,193.2,196.92,224.69,115.94,61658095616.0,203.44156,199.65132,312311,1074203,NYSE,196.61,194.21,6.595,29.537529,2021-02-05T13:30:00.000+0000,316519998,1612198422
118,370,PNC,"The PNC Financial Services Group, Inc.",144.25,0.51,0.73,143.81,145.25,162.74,79.41,61162000384.0,150.28438,123.81409,416266,2337078,NYSE,144.74,143.52,16.972,8.499293,2021-04-16T12:30:00.000+0000,424000003,1612198422
119,336,NSC,Norfolk Southern Corporation,240.69,1.72,4.07,238.13,241.0,258.17,112.62,60676747264.0,240.66594,221.4773,286258,1234054,NYSE,238.24,236.62,7.84,30.700254,2021-01-27T08:00:13.000+0000,252095007,1612198422
120,472,VRTX,Vertex Pharmaceuticals Incorporated,230.73,0.72,1.65,226.19,231.9899,306.08,197.47,59998568448.0,232.59157,246.853,611974,1803022,NASDAQ,231.0,229.08,10.204,22.61172,2021-02-01T21:00:00.000+0000,260038003,1612198422
121,122,D,"Dominion Energy, Inc.",73.42,0.73,0.53,72.45,73.59,90.89,57.79,59897430016.0,73.41156,78.34416,1038998,4447400,NYSE,73.15,72.89,-0.22,,2021-02-12T13:30:00.000+0000,815818987,1612198422
122,150,ECL,Ecolab Inc.,208.271,1.84,3.761,204.69,208.271,231.36,124.6,59449913344.0,216.02437,206.12657,245435,956460,NYSE,205.34,204.51,-3.739,,2021-02-16T13:30:00.000+0000,285444989,1612198422
123,42,APD,"Air Products and Chemicals, Inc.",267.705,0.35,0.945,265.39,271.285,327.89,167.43,59175915520.0,276.1519,285.5981,368269,1355618,NYSE,268.71,266.76,8.486,31.546663,2021-02-04T13:30:00.000+0000,221048974,1612198422
124,307,MMC,"Marsh & McLennan Companies, Inc.",111.37,1.33,1.46,110.23,112.6,120.97,74.33,56575963136.0,113.500626,114.2019,873220,1754968,NYSE,110.73,109.91,3.94,28.266499,2021-01-28T07:00:00.000+0000,508000028,1612198422
125,214,HCA,"HCA Healthcare, Inc.",167.085,2.83,4.605,163.52,167.9,174.55,58.38,56537391104.0,165.75156,142.19182,599452,1493400,NYSE,164.47,162.48,9.89,16.894339,2021-02-02T13:30:00.000+0000,338375025,1612198422
126,10,ADI,"Analog Devices, Inc.",149.39,1.4,2.06,147.325,149.51,162.98,79.08,55185264640.0,150.36375,129.23628,726458,2712822,NASDAQ,148.34,147.33,3.28,45.54573,2021-02-17T13:30:00.000+0000,369404007,1612198422
127,108,COP,ConocoPhillips,40.23,0.5,0.2,39.7,40.58,61.15,20.84,54496763904.0,42.437813,38.013287,3293618,12643195,NYSE,40.43,40.03,-1.118,,2021-02-02T13:30:00.000+0000,1354629975,1612198422
128,389,REGN,"Regeneron Pharmaceuticals, Inc.",508.03,0.83,4.19,503.1,512.82,664.64,339.39,54209847296.0,503.4525,560.59357,308992,961419,NASDAQ,512.82,503.84,27.286,18.618706,2021-02-05T13:30:00.000+0000,106705996,1612198422
129,205,GPN,Global Payments Inc.,181.01,2.54,4.49,178.51,182.465,215.7,105.54,54182985728.0,196.99594,182.63686,540662,1775126,NYSE,178.51,176.52,1.673,108.194855,2021-02-08T13:30:00.000+0000,299336974,1612198422
130,124,DD,"DuPont de Nemours, Inc.",73.39,-7.63,-6.06,72.93,77.47,87.27,28.33,53857251328.0,76.11656,62.627735,37109811,9593980,NYSE,74.23,79.45,-4.066,,2021-02-09T13:30:00.000+0000,733849998,1612198422
131,167,EW,Edwards Lifesciences Corporation,82.55,-0.04,-0.03,81.87,83.855,92.08,51.506668,51449122816.0,87.42656,82.25467,701465,2561677,NYSE,83.54,82.58,1.3,63.500004,2021-01-27T16:15:03.000+0000,623248005,1612198422
132,298,MCO,Moody's Corporation,271.14,1.83,4.88,268.155,273.015,305.96,164.19,50920095744.0,276.40063,280.94232,209066,810422,NYSE,270.19,266.26,9.605,28.22905,2021-02-12T13:30:00.000+0000,187800014,1612198422
133,229,HUM,Humana Inc.,383.785,0.18,0.675,378.6725,389.29,474.7,208.25,50790490112.0,406.37125,410.77847,290086,958642,NYSE,386.09,383.11,31.204,12.299225,2021-02-03T06:30:00.000+0000,132340999,1612198422
134,363,PGR,The Progressive Corporation,86.32,-1.0,-0.87,85.62,88.12,102.05,62.18,50514464768.0,95.168434,93.31752,1092603,2741900,NYSE,87.49,87.19,9.66,8.935818,2021-02-17T13:30:00.000+0000,585200009,1612198422
135,71,BSX,Boston Scientific Corporation,35.495,0.16,0.055,35.22,36.14,43.44,24.1,50268729344.0,35.76719,37.31606,4061337,13263924,NYSE,35.83,35.44,2.605,13.625719,2021-02-03T13:30:00.000+0000,1416220013,1612198422
136,332,NOC,Northrop Grumman Corporation,290.76,1.45,4.15,287.6,292.0,374.39,263.31,48474927104.0,297.84186,314.36526,460880,1033585,NYSE,288.43,286.61,19.03,15.279033,2021-01-28T06:39:26.000+0000,166718005,1612198422
137,156,EMR,Emerson Electric Co.,80.16,1.02,0.81,79.28,80.51,85.39,37.75,48053436416.0,81.37907,72.40598,928228,2818919,NYSE,80.3,79.35,3.24,24.740742,2021-02-02T13:30:00.000+0000,599469017,1612198422
138,39,AON,Aon plc,207.28,2.06,4.18,203.671,207.62,238.19,143.93,48016412672.0,207.25563,203.07043,828065,1628006,NYSE,204.22,203.1,7.76,26.71134,2021-02-05T06:00:00.000+0000,231650003,1612198422
139,163,ETN,Eaton Corporation plc,120.3,2.21,2.6,118.35,121.31,130.0,56.42,47951581184.0,120.75781,109.12635,956300,1930137,NYSE,119.0,117.7,3.403,35.351162,2021-02-02T13:30:00.000+0000,398600010,1612198422
140,326,NEM,Newmont Corporation,59.35,-0.42,-0.25,58.9,61.2,72.22,33.0,47679295488.0,61.294376,63.362335,3770859,6227250,NYSE,61.11,59.6,3.182,18.65179,2021-02-18T13:30:00.000+0000,803357969,1612198422
141,127,DG,Dollar General Corporation,194.405,-0.11,-0.205,192.36,195.59,225.25,125.0,47629418496.0,209.65875,206.904,1099753,1945142,NYSE,194.61,194.61,10.101,19.246115,2020-12-03T06:55:01.000+0000,245000995,1612198422
142,105,COF,Capital One Financial Corporation,103.4,-0.82,-0.86,102.58,105.85,115.48,38.0,47460601856.0,102.41563,81.38562,1066630,3161704,NYSE,105.13,104.26,5.183,19.949837,2021-01-26T16:05:14.000+0000,459000018,1612198422
143,485,WM,"Waste Management, Inc.",111.71,0.35,0.39,111.155,112.525,126.79,85.34,47209316352.0,115.8125,114.42131,340743,1576624,NYSE,111.89,111.32,3.541,31.547586,2021-02-18T13:30:00.000+0000,422606001,1612198422
144,309,MNST,Monster Beverage Corporation,87.87,1.2,1.04,86.45,87.91,95.11,50.06,46388068352.0,90.24094,83.525696,374541,2068300,NASDAQ,86.81,86.83,2.219,39.59892,2020-11-05T16:15:01.000+0000,527917018,1612198422
145,264,KMB,Kimberly-Clark Corporation,133.7137,1.22,1.6137,132.3,134.025,160.16,110.66,45288828928.0,133.58812,143.55934,584574,2259554,NYSE,132.3,132.1,6.87,19.46342,2021-01-25T07:30:05.000+0000,338699991,1612198422
146,263,KLAC,KLA Corporation,288.295,2.94,8.225,282.55,288.63,317.6,110.19,44530049024.0,277.88562,226.92365,279571,981906,NASDAQ,286.02,280.07,8.222,35.063854,2021-02-03T21:00:00.000+0000,154460012,1612198422
147,172,F,Ford Motor Company,10.935,3.85,0.405,10.36,11.44,12.15,3.96,43504132096.0,9.6075,8.0227,86208946,75335506,NYSE,10.65,10.53,-0.041,,2021-02-04T16:05:00.000+0000,3978430004,1612198422
148,61,BIIB,Biogen Inc.,281.285,-0.47,-1.325,274.72,284.75,374.99,223.25,43284697088.0,258.08313,268.0984,503176,1779563,NASDAQ,283.2,282.61,30.378,9.259497,2021-02-03T13:30:00.000+0000,153881995,1612198422
149,301,MET,"MetLife, Inc.",48.09,-0.12,-0.06,47.69,48.56,53.28,22.85,43278548992.0,48.3,42.20073,1881637,5802921,NYSE,48.46,48.15,6.105,7.87715,2021-02-03T21:00:00.000+0000,899949033,1612198422
150,478,WBA,"Walgreens Boots Alliance, Inc.",49.705,-1.08,-0.545,49.06,50.33,55.49,33.36,42947207168.0,44.41625,39.92591,2563852,8396647,NASDAQ,49.81,50.25,-0.804,,2021-01-07T07:00:00.000+0000,864041991,1612198422
151,195,GD,General Dynamics Corporation,147.895,0.83,1.215,146.535,148.0,190.08,100.55,42441723904.0,150.8122,147.71124,570318,1486786,NYSE,147.42,146.68,11.0,13.445001,2021-01-27T07:00:18.000+0000,286972000,1612198422
152,117,CTSH,Cognizant Technology Solutions Corporation,79.0,1.35,1.05,78.03,79.21,82.73,40.01,42236637184.0,80.24125,72.91365,603488,2592590,NASDAQ,78.56,77.95,2.698,29.280949,2021-02-03T21:00:00.000+0000,534640977,1612198422
153,100,CMG,"Chipotle Mexican Grill, Inc.",1509.16,1.97,29.16,1481.87,1509.16,1510.19,415.0,42226749440.0,1413.2097,1293.0295,83832,280170,NYSE,1495.1,1480.0,8.362,180.47835,2021-02-02T21:00:00.000+0000,27980300,1612198422
154,23,ALGN,"Align Technology, Inc.",535.065,1.84,9.685,527.02,539.93,579.5,127.88,42190090240.0,536.9403,407.73688,204932,544401,NASDAQ,539.93,525.38,21.976,24.347698,2021-02-03T21:00:00.000+0000,78850402,1612198422
155,233,IDXX,"IDEXX Laboratories, Inc.",493.87,3.17,15.19,479.37,493.88,516.87,168.65,42127065088.0,488.81967,425.14395,164089,408786,NASDAQ,483.02,478.68,5.736,86.10007,2021-02-02T13:30:00.000+0000,85299907,1612198422
156,148,EA,Electronic Arts Inc.,145.05,1.29,1.85,143.53,146.49,150.3,85.69,42043326464.0,141.6225,133.63358,1589697,3191637,NASDAQ,143.79,143.2,4.487,32.32672,2021-02-02T21:00:00.000+0000,289854026,1612198422
157,397,ROP,"Roper Technologies, Inc.",393.885,0.25,0.975,391.22,403.06,455.72,240.0,41307508736.0,420.74124,415.60007,271231,530032,NYSE,395.86,392.91,8.98,43.862476,2021-01-29T06:55:00.000+0000,104872003,1612198422
158,419,STZ,"Constellation Brands, Inc.",212.775,0.87,1.845,211.23,214.11,240.76,104.28,41286860800.0,219.73688,194.53291,369492,1150940,NYSE,213.16,210.93,10.365,20.52822,2021-01-07T07:30:00.000+0000,194039999,1612198422
159,261,KHC,The Kraft Heinz Company,33.695,0.55,0.185,33.27,33.82,36.369,19.99,41196183552.0,33.81797,32.972958,1779876,6098639,NASDAQ,33.46,33.51,-0.404,,2021-02-11T13:30:00.000+0000,1222620079,1612198422
160,168,EXC,Exelon Corporation,42.15,1.42,0.59,41.2232,42.16,50.54,29.28,41120358400.0,42.198124,39.833504,1056384,5048077,NASDAQ,41.87,41.56,2.43,17.345678,2020-11-03T06:50:00.000+0000,975571967,1612198422
161,135,DLR,"Digital Realty Trust, Inc.",146.697,1.91,2.747,143.52,146.83,165.49,105.0,41099366400.0,136.76843,145.23131,730049,1921770,NYSE,144.4,143.95,2.174,67.47792,2021-02-11T21:00:00.000+0000,280165010,1612198422
162,446,TWTR,"Twitter, Inc.",51.67,2.26,1.14,51.0718,52.41,56.11,20.0,41095733248.0,51.245625,44.588028,6304010,15990870,NYSE,51.2,50.53,-1.582,,2021-02-09T21:00:00.000+0000,795349976,1612198422
163,177,FCX,Freeport-McMoRan Inc.,27.945,3.85,1.035,27.575,28.57,32.49,4.82,40600453120.0,27.637812,19.62292,11020773,20596485,NYSE,28.31,26.91,0.41,68.15854,2021-01-26T08:00:01.000+0000,1452870035,1612198422
164,15,AEP,"American Electric Power Company, Inc.",81.61,0.87,0.7,80.01,81.749,104.97,65.14,40510390272.0,81.199684,84.104965,476793,3082108,NASDAQ,81.1,80.91,3.862,21.131538,2020-10-22T06:57:04.000+0000,496390029,1612198422
165,429,TEL,TE Connectivity Ltd.,122.31,1.59,1.91,121.04,124.56,131.97,48.62,40471031808.0,123.21469,106.135475,716594,1715439,NYSE,122.19,120.4,0.344,355.5523,2021-01-27T06:00:06.000+0000,330888985,1612198422
166,378,PSA,Public Storage,230.22,1.14,2.6,226.29,230.55,240.75,155.37,40247521280.0,225.07687,219.19168,155741,916763,NYSE,229.13,227.62,6.49,35.473038,2020-11-04T16:02:00.000+0000,174822002,1612198422
167,411,SNPS,"Synopsys, Inc.",262.19,2.64,6.74,257.64,262.96,280.11,104.9,40123461632.0,257.86874,224.65833,186271,759180,NASDAQ,259.96,255.45,4.27,61.402813,2020-12-02T16:05:03.000+0000,153032006,1612198422
168,398,ROST,"Ross Stores, Inc.",112.47,1.06,1.18,111.4,113.13,124.16,56.3,40039997440.0,116.956566,100.77453,433142,2146222,NASDAQ,112.64,111.29,0.86,130.77907,2020-11-19T16:01:00.000+0000,356006023,1612198422
169,149,EBAY,eBay Inc.,57.71,2.12,1.2,56.65,58.54,61.06,26.02,39781752832.0,53.816875,53.100582,3046398,8620214,NASDAQ,56.825,56.51,7.21,8.004161,2021-02-03T21:00:00.000+0000,689338985,1612198422
170,56,BAX,Baxter International Inc.,77.08,0.33,0.25,76.41,77.87,95.19,69.1,39373852672.0,79.90219,81.14336,1141251,3142162,NYSE,77.47,76.83,1.767,43.62196,2021-02-04T13:30:00.000+0000,510818016,1612198422
171,138,DOW,Dow Inc.,52.125,0.43,0.225,51.3302,52.74,61.31,21.95,38738780160.0,56.12781,50.00883,1388212,4147977,NYSE,52.39,51.9,1.64,31.783537,2021-01-28T06:00:00.000+0000,743190027,1612198422
172,293,MAR,"Marriott International, Inc.",118.94,2.26,2.63,117.075,119.76,150.97,46.56,38576050176.0,126.66937,108.318756,909815,2693090,NASDAQ,117.95,116.31,0.538,221.07808,2021-02-18T13:30:00.000+0000,324332018,1612198422
173,287,LVS,Las Vegas Sands Corp.,49.83,3.62,1.74,48.55,49.99,71.38,33.3,38061547520.0,55.908436,51.4173,3456644,5619242,NYSE,49.0,48.09,-2.21,,2021-01-27T16:10:05.000+0000,763827965,1612198422
174,296,MCHP,Microchip Technology Incorporated,139.63,2.59,3.52,137.62,140.58,155.36,53.15,37538971648.0,142.79062,119.32365,588221,1930629,NASDAQ,139.7,136.11,2.336,59.77312,2021-02-04T21:00:00.000+0000,268846033,1612198422
175,43,APH,Amphenol Corporation,125.385,0.4,0.505,124.21,127.82,137.18,63.05,37509550080.0,131.17313,117.9327,908561,1341027,NYSE,126.0,124.88,3.91,32.067776,2021-01-27T08:00:01.000+0000,299155003,1612198422
176,84,CDNS,"Cadence Design Systems, Inc.",133.83,2.64,3.44,130.975,134.22,142.11,51.39,37329338368.0,133.31375,115.42423,508176,1509137,NASDAQ,131.98,130.39,3.857,34.697952,2021-02-22T21:00:00.000+0000,278931020,1612198422
177,0,A,"Agilent Technologies, Inc.",121.34,0.97,1.17,120.22,122.09,129.34,61.13,37233176576.0,121.805,107.55672,435004,1801509,NYSE,120.69,120.17,2.3,52.756523,2021-02-16T21:00:00.000+0000,306849980,1612198422
178,44,APTV,Aptiv PLC,137.7,3.07,4.1,135.23,138.11,152.78,29.22,37182439424.0,134.375,104.88015,606812,1754181,NYSE,135.24,133.6,6.563,20.981258,2021-02-03T13:30:00.000+0000,270024978,1612198422
179,147,DXCM,"DexCom, Inc.",384.37,2.54,9.52,373.505,384.94,456.23,182.07,36910129152.0,362.75906,382.2264,286835,1050537,NASDAQ,376.35,374.85,2.419,158.89624,2021-02-11T21:00:00.000+0000,96027601,1612198422
180,424,SYY,Sysco Corporation,72.285,1.08,0.775,71.09,72.41,81.21,26.0,36819017728.0,74.32344,65.82949,607872,2918704,NYSE,72.36,71.51,-0.042,,2021-02-02T13:30:00.000+0000,509359033,1612198422
181,253,JCI,Johnson Controls International plc,50.79,1.95,0.97,50.24,51.53,52.92,22.78,36486066176.0,48.78125,43.564743,2087503,5151734,NYSE,50.24,49.82,1.242,40.893723,2021-01-29T06:00:07.000+0000,718371061,1612198422
182,276,LHX,"L3Harris Technologies, Inc.",172.94,0.83,1.43,172.15,175.13,230.99,142.01,36336771072.0,184.61531,180.67226,636523,1354137,NYSE,173.55,171.51,7.351,23.526052,2021-01-29T06:30:00.000+0000,210112010,1612198422
183,415,SRE,Sempra Energy,125.2198,1.18,1.4598,122.36,125.3,161.87,88.0,36122157056.0,124.424065,125.796715,425172,1760788,NYSE,123.8,123.76,13.013,9.62267,2020-11-05T07:00:00.000+0000,288470011,1612198422
184,63,BK,The Bank of New York Mellon Corporation,40.7,2.18,0.87,40.02,40.79,47.63,26.4,36091297792.0,42.4175,38.186787,2152354,5509632,NYSE,40.13,39.83,3.83,10.626633,2021-01-20T06:30:05.000+0000,886764074,1612198422
185,439,TROW,"T. Rowe Price Group, Inc.",157.04,0.36,0.56,154.57,159.12,169.0,82.51,35559034880.0,153.33188,141.07883,325878,1058086,NASDAQ,158.98,156.48,9.98,15.735471,2021-01-28T07:00:17.000+0000,226432978,1612198422
186,198,GIS,"General Mills, Inc.",57.575,-0.9,-0.525,57.05,58.49,66.14,46.59,35203485696.0,57.933125,60.78803,1483717,4085391,NYSE,58.12,58.1,3.902,14.755254,2020-12-17T09:00:00.000+0000,611437007,1612198422
187,238,INFO,IHS Markit Ltd.,88.53,1.67,1.45,87.11,89.0,101.45,44.81,35110289408.0,87.87281,84.29964,781049,3301749,NYSE,88.0,87.08,2.17,40.797234,2021-01-13T06:00:27.000+0000,396591996,1612198422
188,494,XEL,Xcel Energy Inc.,64.81,1.28,0.82,63.36,64.86,76.44,46.58,34822602752.0,65.16062,68.76109,795256,2551772,NASDAQ,64.1478,63.99,2.79,23.22939,2021-01-28T06:00:00.000+0000,537302928,1612198422
189,103,CNC,Centene Corporation,59.93,-0.61,-0.37,59.56,60.71,74.7,43.96,34747293696.0,62.055313,62.79044,988390,3987295,NYSE,60.25,60.3,3.772,15.888123,2021-02-09T06:00:00.000+0000,579797993,1612198422
190,101,CMI,Cummins Inc.,234.75,0.14,0.33,230.98,238.245,254.13,101.03,34744643584.0,232.38126,218.22795,313345,1111493,NYSE,236.78,234.42,10.611,22.123268,2021-02-04T13:30:00.000+0000,148007001,1612198422
191,244,IQV,IQVIA Holdings Inc.,180.61,1.58,2.81,178.945,182.2,192.34,81.79,34627633152.0,181.21469,167.04387,424939,977522,NYSE,180.18,177.8,0.906,199.34879,2021-02-10T13:30:00.000+0000,191726002,1612198422
192,440,TRV,"The Travelers Companies, Inc.",137.01,0.52,0.71,135.89,137.5,152.29,76.99,34581323776.0,139.88312,124.803505,283374,1404004,NYSE,137.08,136.3,10.52,13.023763,2021-01-21T06:57:00.000+0000,252399998,1612198422
193,444,TT,Trane Technologies plc,143.58,0.16,0.23,142.42,145.42,156.27,70.0,34477146112.0,146.5028,130.93015,353906,1343168,NYSE,144.86,143.35,,,2021-02-05T13:30:00.000+0000,240124990,1612198422
194,364,PH,Parker-Hannifin Corporation,266.87,0.85,2.26,263.59,267.92,293.8,93.0,34372853760.0,274.43094,232.7992,194326,908495,NYSE,267.77,264.61,9.16,29.13428,2021-02-04T13:30:00.000+0000,128799992,1612198422
195,115,CTAS,Cintas Corporation,325.68,2.38,7.56,320.0,325.74,369.2,154.33,34206169088.0,339.89658,332.89417,114482,458201,NASDAQ,320.62,318.12,8.915,36.53169,2020-12-22T08:30:04.000+0000,105029996,1612198422
196,27,ALXN,"Alexion Pharmaceuticals, Inc.",155.76,1.58,2.43,155.51,156.77,162.6,72.67,34067980288.0,156.68594,124.20467,1431813,2711581,NASDAQ,156.4,153.33,4.309,36.1476,2021-02-04T13:30:00.000+0000,218720983,1612198422
197,316,MSCI,MSCI Inc.,411.945,4.21,16.645,400.41,412.55,455.81,218.65,34026657792.0,426.95782,385.03152,187127,480144,NYSE,405.68,395.3,7.12,57.857445,2021-01-28T06:45:00.000+0000,82600002,1612198422
198,77,CARR,Carrier Global Corporation,38.95,1.17,0.45,38.67,39.44,41.94,11.5,33757458432.0,38.882187,33.8427,1824444,5633842,NYSE,39.2,38.5,,,2021-02-09T09:00:00.000+0000,866686994,1612198422
199,25,ALL,The Allstate Corporation,108.415,1.15,1.235,106.95,108.47,125.92,64.13,32965531648.0,108.44531,98.06081,413783,1850488,NYSE,107.04,107.18,14.282,7.591024,2021-02-03T21:00:00.000+0000,304067995,1612198422
200,495,XLNX,"Xilinx, Inc.",132.5401,1.51,1.9701,130.32,133.0,154.93,67.68,32509036544.0,143.21063,121.16277,1154444,3003862,NASDAQ,132.44,130.57,2.499,53.037254,2021-01-27T16:20:00.000+0000,245276988,1612198422
201,374,PPG,"PPG Industries, Inc.",136.69,1.47,1.98,134.93,136.8601,153.81,69.77,32286726144.0,144.50812,131.7757,456823,1269565,NYSE,135.86,134.71,4.453,30.69616,2021-01-21T16:16:00.000+0000,236204010,1612198422
202,354,PAYX,"Paychex, Inc.",89.35,2.32,2.03,87.53,89.42,99.95,47.87,32222380032.0,91.245316,83.49789,572174,1688181,NASDAQ,87.77,87.32,2.93,30.494879,2020-12-23T08:30:04.000+0000,360631002,1612198422
203,350,ORLY,"O'Reilly Automotive, Inc.",440.83,3.61,15.36,425.49,441.84,496.61,251.52,31937427456.0,458.1819,457.4835,298109,578711,NASDAQ,428.3,425.47,22.339,19.733648,2021-02-10T21:00:00.000+0000,72448398,1612198422
204,18,AIG,"American International Group, Inc.",37.025,-1.11,-0.415,36.865,37.91,56.42,16.07,31898001408.0,39.0075,33.727665,1225449,5318060,NYSE,37.73,37.44,-5.725,,2020-11-05T16:16:00.000+0000,861526034,1612198422
205,356,PCAR,PACCAR Inc,91.99,0.84,0.77,90.55,92.18,103.19,49.11,31883732992.0,88.99156,87.56131,671018,1662278,NASDAQ,91.8,91.22,3.74,24.596256,2021-01-26T08:00:01.000+0000,346599989,1612198422
206,501,ZBH,"Zimmer Biomet Holdings, Inc.",153.63,-0.03,-0.04,152.24,156.0075,165.93,74.37,31844120576.0,155.24844,144.04504,479464,1150068,NYSE,154.87,153.67,-0.744,,2021-02-05T06:30:00.000+0000,207278009,1612198422
207,17,AFL,Aflac Incorporated,45.2757,0.21,0.0957,44.855,45.5,53.38,23.07,31803688960.0,44.986874,39.892483,877122,3987086,NYSE,45.39,45.18,6.357,7.1221805,2021-02-03T21:00:00.000+0000,702444997,1612198422
208,265,KMI,"Kinder Morgan, Inc.",14.015,-0.46,-0.065,13.9,14.22,22.58,9.42,31727017984.0,14.53625,13.761387,7752740,18965383,NYSE,14.17,14.08,0.05,280.3,2021-01-20T16:05:00.000+0000,2263790081,1612198422
209,224,HPQ,HP Inc.,24.43,0.37,0.09,24.1019,24.55,26.15,12.54,31505903616.0,24.722187,20.568321,2900026,9052829,NYSE,24.48,24.34,2.0,12.215,2020-11-24T16:07:00.000+0000,1289639935,1612198422
210,37,ANSS,"ANSYS, Inc.",365.01,3.0,10.64,356.27,365.74,380.76,200.07,31348553728.0,362.1125,331.57788,84551,416918,NASDAQ,358.1,354.37,4.399,82.97568,2021-02-24T21:00:00.000+0000,85884096,1612198422
211,500,YUM,"Yum! Brands, Inc.",103.43,1.91,1.94,101.69,103.71,110.66,54.95,31201521664.0,106.98875,99.09124,395190,1611718,NYSE,102.24,101.49,3.444,30.03194,2021-02-04T13:30:00.000+0000,301668004,1612198422
212,465,VIAC,ViacomCBS Inc.,50.2,3.51,1.7,48.46,50.42,60.73,10.1,30994382848.0,40.944374,31.949781,5646444,13945047,NASDAQ,48.54,48.5,,,2021-02-24T13:30:00.000+0000,617417985,1612198422
213,377,PRU,"Prudential Financial, Inc.",77.9498,-0.42,-0.3302,77.27,79.01,97.24,38.62,30868119552.0,79.57687,71.334015,615555,2175396,NYSE,78.86,78.28,-0.238,,2021-02-04T21:00:00.000+0000,395999984,1612198422
214,401,SBAC,SBA Communications Corporation,277.6,3.32,8.93,268.54,277.6,328.37,205.2,30825537536.0,272.20062,295.31168,194416,648991,NASDAQ,269.76,268.67,-0.128,,2020-11-02T16:01:00.000+0000,111043003,1612198422
215,408,SLB,Schlumberger Limited,22.11,-0.45,-0.1,21.795,22.58,35.66,11.87,30784417792.0,23.305313,19.538687,4057499,13934447,NYSE,22.5,22.21,-7.57,,2021-01-22T07:00:00.000+0000,1392330067,1612198422
216,427,TDG,TransDigm Group Incorporated,564.73,2.07,11.45,555.5,568.885,673.51,200.06,30741583872.0,592.4481,526.1859,131499,307686,NYSE,559.46,553.28,8.97,62.957634,2020-11-12T07:15:04.000+0000,54435897,1612198422
217,464,VFC,V.F. Corporation,78.55,2.19,1.68,76.72,78.75,89.68,45.07,30634815488.0,84.67969,74.758026,671933,2363814,NYSE,77.17,76.87,-0.426,,2021-01-27T06:55:00.000+0000,390004016,1612198422
218,470,VRSK,"Verisk Analytics, Inc.",186.915,1.86,3.415,183.77,186.93,210.66,116.61,30390509568.0,197.26813,190.5927,223703,677021,NASDAQ,184.3,183.5,4.029,46.392406,2021-02-23T21:00:00.000+0000,162589998,1612198422
219,228,HSY,The Hershey Company,145.9401,0.34,0.5001,144.62,146.37,161.83,109.88,30376554496.0,149.67969,146.61475,236260,878536,NYSE,145.65,145.44,5.697,25.617008,2021-02-04T07:00:00.000+0000,208143988,1612198422
220,161,ES,Eversource Energy,88.46,1.1,0.96,87.1,88.5375,99.42,60.69,30326210560.0,86.991875,87.64059,216538,1493372,NYSE,88.04,87.5,3.523,25.109282,2020-11-03T21:00:00.000+0000,342823995,1612198422
221,118,CTVA,"Corteva, Inc.",40.675,2.04,0.815,40.03,40.76,44.96,20.38,30303524864.0,40.65344,33.678394,966725,3624285,NYSE,40.14,39.86,-1.28,,2021-02-03T21:00:00.000+0000,745015977,1612198422
222,421,SWKS,"Skyworks Solutions, Inc.",182.59,7.88,13.34,174.3,183.98,188.34,67.9,30109089792.0,155.50438,146.02452,2471037,2250839,NASDAQ,174.3,169.25,6.326,28.863419,2021-01-28T16:02:00.000+0000,164899993,1612198422
223,413,SPG,"Simon Property Group, Inc.",91.26,-1.8,-1.67,90.595,93.74,144.3,42.25,29945692160.0,88.83875,74.13409,1501204,5658306,NYSE,93.43,92.93,4.401,20.736197,2021-02-08T21:00:00.000+0000,328136009,1612198422
224,158,EOG,"EOG Resources, Inc.",50.945,-0.03,-0.015,50.08,51.86,77.98,27.0,29720190976.0,54.304375,45.672775,1603185,5576400,NYSE,51.32,50.96,-0.529,,2021-02-25T21:00:00.000+0000,583377976,1612198422
