,index,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math
182,0.0,2018-06-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
190,0.0,2018-06-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
170,0.0,2018-06-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
178,0.0,2018-06-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
174,0.0,2018-06-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
186,0.0,2018-06-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
165,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
181,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
185,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
145,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
137,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
149,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
177,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
153,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
141,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
173,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
133,0.0,2018-09-30,AAPL,2018-11-05 00:00:00,2018-11-05 08:01:40,FY,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,0.080523,17724500000.0,0.066735,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.0560355,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/0000320193-18-000145-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,6478250000.0,10097000000.0,16575250000.0,989000000.0,3021750000.0,32834750000.0,10326000000.0,0.0,0.0,0.0,42699750000.0,0.0,8592500000.0,91431250000.0,13972000000.0,2991000000.0,0.0,1885750000.0,9823250000.0,28982250000.0,23433750000.0,699250000.0,0.0,12228500000.0,35662250000.0,12228500000.0,64644500000.0,10050250000.0,17600000000.0,-863500000.0,-61250000.0,26786750000.0,91431250000.0,52796750000.0,28620750000.0,22142500000.0,-8147500000.0,1335000000.0,-3105250000.0,-1330500000.0,3852500000.0,1224000000.0,19358500000.0,-3328250000.0,-180250000.0,-18652250000.0,14058500000.0,12118750000.0,4016500000.0,-1625000000.0,167250000.0,-18017250000.0,-3428000000.0,1101250000.0,-21969000000.0,0.0,1406000000.0,6478250000.0,5072250000.0,19358500000.0,-3328250000.0,16030250000.0,FY-2018,2018,9506250000.0,26786750000.0,18660750000.0,3852500000.0,15244750000.0,1.0988018528582149
